SYMBOL,PIVOT,BOTTOMCPR,TOPCPR,MOMENTUMOFSTOCK
MTNL,19.33,19.35,19.32,High
MUKANDLTD,118.62,118.62,118.61,High
MUKTAARTS,53.42,53.6,53.23,Low
MUNJALAU,44.7,44.88,44.52,Low
MUNJALSHOW,98.6,98.7,98.5,High
MURUDCERA,37.95,38.03,37.88,High
MUTHOOTCAP,332.07,330.48,333.66,Low
MUTHOOTFIN,1038.13,1039.75,1036.52,Low
NABARD,1145.83,1145.25,1146.42,Low
NACLIND,83.72,83.72,83.71,High
NAGAFERT,11.08,11.05,11.12,High
NAGREEKCAP,23.78,23.77,23.79,High
NAGREEKEXP,36.2,36.05,36.35,Low
NAHARCAP,278.55,279.2,277.9,Low
NAHARINDUS,107.73,107.3,108.17,Low
NAHARPOLY,260.27,261.23,259.31,Low
NAHARSPING,264.82,265.43,264.21,Low
NAM-INDIA,235.6,235.25,235.95,Low
NARMADA,20.03,19.93,20.14,High
NATCOPHARM,619.28,620.0,618.57,Low
NATHBIOGEN,162.1,162.07,162.12,High
NATIONALUM,80.65,80.5,80.8,Low
NATNLSTEEL,3.98,4.0,3.97,High
NAUKRI,3806.38,3795.05,3817.72,Low
NAVA,253.55,253.62,253.47,High
NAVIFIN,994.34,994.05,994.64,Low
NAVINFLUOR,4571.77,4579.62,4563.91,Low
NAVKARCORP,56.52,56.3,56.73,Low
NAVNETEDUL,112.15,112.12,112.17,High
NAZARA,606.8,610.35,603.25,Low
NBCC,40.62,40.62,40.61,High
NBIFIN,1528.4,1520.0,1536.8,Low
NCC,113.05,112.42,113.67,Low
NCLIND,192.37,191.47,193.26,Low
NDGL,1818.8,1825.0,1812.6,Low
NDL,21.35,21.35,21.35,High
NDLVENTURE,120.68,121.07,120.29,Low
NDRAUTO,706.93,712.97,700.89,Low
NDTV,176.17,175.22,177.11,Low
NECCLTD,21.48,21.52,21.44,High
NECLIFE,16.82,16.82,16.81,High
NELCAST,95.17,94.78,95.56,Low
NELCO,595.02,593.4,596.63,Low
NEOGEN,1558.32,1552.12,1564.51,Low
NESCO,617.13,616.28,617.99,Low
NESTLEIND,21665.42,21653.05,21677.78,Low
NETF,190.11,189.11,191.12,Low
NETWORK18,58.43,58.4,58.47,High
NEULANDLAB,2837.88,2841.0,2834.77,Low
NEWGEN,609.77,605.95,613.58,Low
NEXTMEDIA,6.33,6.28,6.39,High
NFL,68.47,68.47,68.46,High
NGIL,58.37,58.45,58.28,High
NGLFINE,1546.85,1560.18,1533.53,Low
NH,770.47,769.12,771.81,Low
NHAI,1159.67,1161.45,1157.88,Low
NHAI,1039.0,1039.0,1039.0,High
NHAI,1045.27,1045.2,1045.33,High
NHAI,1197.25,1196.63,1197.88,Low
NHAI,1050.34,1050.5,1050.17,Low
NHAI,1163.0,1163.0,1163.0,High
NHAI,1175.16,1175.16,1175.16,High
NHBTF2014,6677.0,6670.5,6683.5,Low
NHBTF2023,5915.35,5918.95,5911.76,Low
NHIT,307.49,307.44,307.55,High
NHIT,308.62,308.52,308.71,High
NHIT,415.77,415.88,415.66,High
NHPC,43.95,43.88,44.02,High
NIACL,118.13,118.47,117.79,Low
NIBL,18.62,18.65,18.58,High
NIF100BEES,187.6,187.37,187.84,Low
NIFTYBEES,201.02,201.62,200.42,Low
NIFTYQLITY,14.95,14.95,14.95,High
NIITLTD,386.27,386.27,386.26,High
NILAINFRA,4.9,4.88,4.92,High
NILASPACES,2.75,2.75,2.75,High
NILKAMAL,2118.98,2111.05,2126.92,Low
NINSYS,412.62,411.98,413.26,Low
NIPPOBATRY,391.07,391.95,390.18,Low
NIRAJ,28.25,28.32,28.18,High
NIRMAN,87.45,87.72,87.18,Low
NITCO,17.8,17.77,17.83,High
NITINSPIN,267.85,268.48,267.23,Low
NITIRAJ,75.23,74.7,75.77,Low
NKIND,43.28,43.58,42.99,Low
NLCINDIA,85.65,85.72,85.57,High
NMDC,105.07,104.78,105.36,Low
NOCIL,223.4,223.68,223.12,Low
NOIDATOLL,6.95,6.97,6.93,High
NORBTEAEXP,7.97,7.95,7.98,High
NOVARTIND,725.27,726.0,724.53,Low
NPBET,226.38,226.0,226.77,Low
NPST,687.67,688.0,687.33,Low
NRAIL,256.38,256.45,256.32,High
NRBBEARING,153.65,153.98,153.32,Low
NRL,116.5,116.95,116.05,Low
NSIL,2137.37,2149.55,2125.18,Low
NSLNISP,37.1,37.12,37.08,High
NTPC,173.87,174.15,173.58,Low
NTPC,1230.0,1230.0,1230.0,High
NTPC,1046.0,1046.0,1046.0,High
NTPC,1173.25,1173.25,1173.25,High
NTPC,1323.67,1320.5,1326.83,Low
NTPC,10.31,10.31,10.31,High
NTPC,1148.71,1148.71,1148.71,High
NUCLEUS,621.1,618.9,623.3,Low
NURECA,327.5,327.5,327.5,High
NUVOCO,329.87,328.3,331.43,Low
NV20BEES,104.63,104.59,104.67,High
NXST,104.01,103.88,104.15,Low
NYKAA,126.98,126.32,127.64,Low
OAL,370.15,370.1,370.2,High
OBCL,55.58,55.42,55.74,Low
OBEROIRLTY,909.1,904.42,913.78,Low
OCCL,779.97,778.85,781.08,Low
OFSS,3545.37,3543.0,3547.73,Low
OIL,269.83,270.3,269.37,Low
OILCOUNTUB,14.88,14.95,14.82,High
OLECTRA,678.55,679.02,678.08,Low
OMAXAUTO,55.33,55.45,55.22,High
OMAXE,52.75,52.88,52.62,Low
OMFURN,43.27,44.0,42.53,Low
OMINFRAL,40.55,40.55,40.55,High
OMKARCHEM,7.17,7.15,7.18,High
ONELIFECAP,12.58,12.65,12.52,High
ONEPOINT,22.37,22.3,22.43,High
ONGC,165.22,165.38,165.06,Low
ONMOBILE,77.07,76.8,77.33,Low
ONWARDTEC,388.67,388.68,388.66,High
OPTIEMUS,176.83,177.75,175.92,Low
ORBTEXP,150.28,149.47,151.09,Low
ORCHPHARMA,425.33,426.0,424.67,Low
ORICONENT,20.17,20.23,20.11,High
ORIENTABRA,27.47,27.52,27.41,High
ORIENTALTL,7.38,7.43,7.34,High
ORIENTBELL,617.57,613.3,621.83,Low
ORIENTCEM,122.9,122.68,123.13,Low
ORIENTELEC,220.0,220.25,219.75,Low
ORIENTHOT,91.75,91.75,91.75,High
ORIENTLTD,59.98,60.08,59.89,High
ORIENTPPR,44.23,44.28,44.19,High
ORISSAMINE,2617.42,2620.5,2614.33,Low
ORTEL,1.12,1.1,1.13,High
ORTINLAB,19.63,19.62,19.64,High
OSIAHYPER,32.02,31.62,32.41,Low
OSWALAGRO,33.98,34.25,33.72,Low
OSWALGREEN,22.58,22.62,22.54,High
OSWALSEEDS,355.15,355.68,354.63,Low
PAGEIND,41778.5,41830.3,41726.7,Low
PAISALO,49.92,49.95,49.88,High
PALASHSECU,102.28,103.0,101.57,Low
PALREDTEC,143.37,143.62,143.11,Low
PANACEABIO,118.63,118.35,118.92,Low
PANACHE,59.75,59.95,59.55,Low
PANAMAPET,304.95,303.48,306.42,Low
PANSARI,87.92,87.28,88.56,Low
PAR,207.3,206.12,208.47,Low
PARACABLES,38.62,39.08,38.16,Low
PARADEEP,53.13,53.05,53.22,High
PARAGMILK,106.78,107.38,106.19,Low
PARAS,522.33,523.17,521.49,Low
PARASPETRO,0.88,0.88,0.89,High
PARIN,93.45,93.45,93.45,High
PARSVNATH,7.27,7.22,7.31,High
PARTYCRUS,51.88,51.92,51.84,High
PASUPTAC,30.03,30.0,30.07,High
PATANJALI,949.28,947.85,950.72,Low
PATELENG,27.47,27.55,27.38,High
PATINTLOG,14.95,15.05,14.85,High
PATTECH,75.67,75.5,75.83,Low
PAYTM,708.62,707.85,709.38,Low
PCBL,131.62,130.95,132.28,Low
PCHFL,1045.0,1045.0,1045.0,High
PCJEWELLER,24.27,24.38,24.16,High
PDMJEPAPER,43.78,43.78,43.79,High
PDSL,324.23,324.93,323.54,Low
PEARLPOLY,22.33,22.48,22.19,Low
PEL,743.5,744.7,742.3,Low
PENIND,71.52,71.38,71.66,Low
PENINLAND,18.35,18.43,18.27,High
PERFECT,21.65,21.65,21.65,High
PERSISTENT,4849.87,4830.7,4869.03,Low
PETRONET,225.28,225.7,224.87,Low
PFC,165.17,164.93,165.41,Low
PFC,1115.0,1114.99,1115.0,High
PFC,1151.0,1151.0,1151.0,High
PFC,1336.0,1336.0,1336.0,High
PFIZER,3814.52,3809.53,3819.51,Low
PFOCUS,79.4,79.53,79.28,Low
PFS,16.52,16.6,16.43,High
PGEL,1451.05,1451.0,1451.1,High
PGHH,13660.73,13695.8,13625.67,Low
PGHL,5017.33,5024.6,5010.07,Low
PGIL,494.33,494.95,493.72,Low
PGINVIT,124.84,124.77,124.91,High
PHANTOMFX,262.85,262.57,263.12,Low
PHARMABEES,12.33,12.35,12.3,High
PHOENIXLTD,1419.18,1421.35,1417.02,Low
PIDILITIND,2562.53,2560.5,2564.57,Low
PIGL,87.38,88.78,85.99,Low
PIIND,3282.9,3287.2,3278.6,Low
PILANIINVS,1795.95,1793.05,1798.85,Low
PILITA,8.6,8.6,8.6,High
PIONEEREMB,36.38,36.3,36.47,High
PITTIENG,351.9,352.75,351.05,Low
PIXTRANS,929.97,928.27,931.66,Low
PKTEA,254.0,255.5,252.5,Low
PLASTIBLEN,170.77,170.95,170.58,Low
PNB,49.07,48.98,49.16,High
PNBGILTS,58.97,58.97,58.96,High
PNBHOUSING,467.43,468.3,466.57,Low
PNC,38.05,38.17,37.92,Low
PNCINFRA,319.8,318.43,321.18,Low
POCL,356.13,358.73,353.54,Low
PODDARHOUS,102.97,103.03,102.91,High
PODDARMENT,307.1,307.23,306.98,Low
POKARNA,377.65,379.23,376.08,Low
POLICYBZR,632.53,633.95,631.12,Low
POLYCAB,3426.68,3419.53,3433.84,Low
POLYMED,974.55,975.85,973.25,Low
POLYPLEX,1589.57,1599.7,1579.43,Low
PONNIERODE,396.9,395.9,397.9,Low
POONAWALLA,334.82,334.95,334.68,Low
POWERGRID,234.4,234.75,234.05,Low
POWERINDIA,3989.43,3968.18,4010.69,Low
POWERMECH,3128.37,3124.18,3132.56,Low
PPAP,200.32,200.73,199.91,Low
PPL,169.33,169.38,169.29,High
PPLPHARMA,72.67,72.47,72.86,Low
PRAENG,11.92,11.95,11.88,High
PRAJIND,358.92,358.9,358.93,High
PRAKASH,58.67,58.58,58.76,High
PRAKASHSTL,4.35,4.35,4.35,High
PRAXIS,18.87,18.92,18.81,High
PRECAM,177.7,178.52,176.87,Low
PRECOT,179.58,179.43,179.74,Low
PRECWIRE,88.4,88.67,88.12,Low
PREMEXPLN,420.32,420.77,419.86,Low
PREMIERPOL,85.68,85.55,85.82,Low
PRESSMN,86.92,86.97,86.86,High
PRESTIGE,478.42,479.2,477.63,Low
PRICOLLTD,235.72,235.27,236.16,Low
PRIMESECU,111.32,111.67,110.96,Low
PRINCEPIPE,575.42,577.0,573.83,Low
PRITI,160.67,161.47,159.86,Low
PRITIKA,33.72,33.58,33.86,Low
PRITIKAUTO,17.22,17.27,17.16,High
PRIVISCL,1103.1,1104.28,1101.93,Low
PROLIFE,255.0,255.0,255.0,High
PROPEQUITY,154.35,154.05,154.65,Low
PROZONINTU,23.7,23.75,23.65,High
PRSMJOHNSN,116.27,116.0,116.53,Low
PRUDENT,862.88,866.2,859.57,Low
PSB,31.47,31.68,31.26,Low
PSPPROJECT,702.58,702.35,702.82,Low
PSUBANKICI,39.62,39.55,39.7,High
PSUBNKBEES,43.82,43.78,43.85,High
PTC,92.2,92.2,92.2,High
PTL,32.78,32.8,32.77,High
PULZ,57.0,57.0,57.0,High
PUNJABCHEM,767.95,766.0,769.9,Low
PURVA,81.67,81.72,81.61,High
PVP,12.18,12.3,12.07,High
PVRINOX,1374.18,1374.97,1373.39,Low
QFIL,129.15,129.5,128.8,Low
QGOLDHALF,51.13,51.1,51.15,High
QMSMEDI,139.67,140.53,138.81,Low
QNIFTY,1928.77,1926.16,1931.38,Low
QUESS,384.8,385.57,384.03,Low
QUICKHEAL,139.2,139.43,138.98,Low
QUICKTOUCH,173.72,176.65,170.78,Low
RACE,238.63,238.93,238.34,Low
RADHIKAJWE,179.88,179.6,180.17,Low
RADIANTCMS,94.87,94.88,94.86,High
RADICO,1146.62,1141.97,1151.26,Low
RADIOCITY,11.15,11.18,11.12,High
RADIOCITY,89.48,89.53,89.44,High
RAILTEL,118.08,117.97,118.19,High
RAIN,146.92,146.97,146.86,High
RAINBOW,891.33,889.0,893.67,Low
RAJESHEXPO,576.63,575.0,578.27,Low
RAJMET,9.75,9.82,9.68,High
RAJRATAN,763.42,764.92,761.91,Low
RAJRILTD,45.45,45.45,45.45,High
RAJSREESUG,38.22,38.28,38.16,High
RAJTV,46.28,46.52,46.04,Low
RALLIS,188.3,188.35,188.25,High
RAMANEWS,12.88,12.85,12.92,High
RAMAPHO,196.58,198.62,194.54,Low
RAMASTEEL,35.97,36.02,35.91,High
RAMCOCEM,830.63,824.0,837.27,Low
RAMCOIND,150.17,149.32,151.01,Low
RAMCOSYS,226.58,225.12,228.04,Low
RAMKY,388.82,387.5,390.13,Low
RAMRAT,200.35,199.95,200.75,Low
RANASUG,22.47,22.4,22.53,High
RANEENGINE,282.25,284.1,280.4,Low
RANEHOLDIN,946.2,944.52,947.87,Low
RATEGAIN,412.22,412.02,412.41,Low
RATNAMANI,2357.07,2358.88,2355.26,Low
RAYMOND,1544.95,1544.45,1545.45,Low
RBA,118.92,119.28,118.56,Low
RBL,727.6,728.45,726.75,Low
RBLBANK,142.45,141.68,143.23,Low
RBMINFRA,76.32,76.95,75.68,Low
RCF,104.15,104.22,104.07,High
RECLTD,129.25,128.98,129.53,Low
RECLTD,1171.08,1171.12,1171.04,High
RECLTD,1193.67,1194.0,1193.33,Low
RECLTD,1049.86,1053.13,1046.6,Low
RECLTD,1206.67,1205.0,1208.33,Low
REDINGTON,169.2,169.25,169.15,High
REFEX,422.78,420.85,424.72,Low
REGENCERAM,27.63,27.48,27.79,Low
RELAXO,868.35,868.92,867.78,Low
RELCAPITAL,8.67,8.68,8.66,High
RELCHEMQ,172.15,172.47,171.83,Low
RELIABLE,60.1,60.1,60.1,High
RELIANCE,2435.58,2432.4,2438.77,Low
RELIGARE,168.5,168.15,168.85,Low
RELINFRA,136.42,135.9,136.93,Low
REMSONSIND,257.2,263.12,251.27,Low
RENUKA,43.75,43.58,43.92,Low
REPCOHOME,208.25,208.0,208.5,Low
REPL,187.47,188.2,186.73,Low
REPRO,599.48,597.35,601.62,Low
RESPONIND,158.53,158.68,158.39,Low
REVATHI,1416.08,1409.6,1422.57,Low
RGL,87.27,87.32,87.21,High
RHFL,2.93,2.95,2.92,High
RHIM,667.73,666.65,668.82,Low
RHL,99.33,99.4,99.27,High
RICHA,99.3,99.3,99.3,High
RICOAUTO,81.15,81.45,80.85,Low
RIIL,894.87,893.45,896.28,Low
RITCO,179.67,180.0,179.33,Low
RITES,374.32,377.07,371.56,Low
RITEZONE,80.13,80.2,80.07,High
RKEC,66.35,66.18,66.53,Low
RKFORGE,365.0,363.25,366.75,Low
RMCL,2.4,2.4,2.4,High
RMDRIP,57.88,57.95,57.82,High
RML,561.6,560.9,562.3,Low
RNAVAL,2.12,2.12,2.11,High
ROHLTD,361.22,361.32,361.11,High
ROLEXRINGS,1918.15,1917.95,1918.35,Low
ROLLT,1.03,1.02,1.04,High
ROML,41.05,41.25,40.85,Low
ROSSARI,719.47,718.1,720.83,Low
ROSSELLIND,286.92,285.65,288.18,Low
ROTO,651.92,651.5,652.33,Low
ROUTE,1398.53,1398.7,1398.37,Low
RPGLIFE,769.43,767.25,771.62,Low
RPOWER,11.35,11.3,11.4,High
RPPINFRA,42.77,42.92,42.61,Low
RPPL,157.8,158.05,157.55,Low
RPSGVENT,452.78,459.02,446.54,Low
RSSOFTWARE,35.05,35.17,34.92,Low
RSWM,177.15,177.18,177.12,High
RSYSTEMS,249.38,250.2,248.57,Low
RTNINDIA,38.27,38.4,38.13,Low
RTNPOWER,3.1,3.1,3.1,High
RUBYMILLS,181.85,182.0,181.7,Low
RUCHINFRA,8.5,8.5,8.5,High
RUCHIRA,109.2,109.78,108.62,Low
RUPA,250.87,250.97,250.76,High
RUSHIL,276.97,278.02,275.91,Low
RUSTOMJEE,479.9,480.48,479.33,Low
RVHL,25.18,25.38,24.99,Low
RVNL,117.93,118.8,117.07,Low
SABEVENTS,4.0,4.0,4.0,High
SABTN,1.53,1.52,1.54,High
SADBHAV,10.43,10.53,10.34,High
SADBHIN,3.68,3.7,3.67,High
SADHNANIQ,132.65,132.97,132.33,Low
SAFARI,2507.43,2492.78,2522.09,Low
SAGARDEEP,21.27,21.15,21.38,High
SAGCEM,199.88,200.07,199.69,Low
SAH,84.53,84.72,84.34,Low
SAHYADRI,369.45,369.23,369.67,Low
SAIL,82.02,81.95,82.08,High
SAKAR,258.58,258.38,258.79,Low
SAKHTISUG,21.75,21.68,21.82,High
SAKSOFT,215.62,215.75,215.48,Low
SAKUMA,13.33,13.45,13.22,High
SALASAR,42.55,42.52,42.58,High
SALONA,253.87,252.0,255.73,Low
SALSTEEL,16.57,16.57,16.56,High
SALZERELEC,334.42,335.85,332.98,Low
SAMBHAAV,2.68,2.7,2.67,High
SANDESH,942.58,942.5,942.67,High
SANDHAR,230.3,231.82,228.77,Low
SANGAMIND,233.28,234.1,232.47,Low
SANGHIIND,69.25,69.6,68.9,Low
SANGHVIMOV,419.83,420.77,418.89,Low
SANGINITA,18.6,18.65,18.55,High
SANOFI,6338.45,6357.48,6319.42,Low
SANSERA,772.9,772.53,773.28,Low
SAPPHIRE,1307.28,1311.82,1302.74,Low
SARDAEN,1133.45,1131.53,1135.38,Low
SAREGAMA,321.05,322.75,319.35,Low
SARLAPOLY,38.47,38.47,38.46,High
SARVESHWAR,72.72,72.62,72.81,High
SASKEN,841.37,841.58,841.16,Low
SASTASUNDR,276.1,273.33,278.88,Low
SATIA,111.87,112.1,111.63,Low
SATIN,163.82,163.93,163.71,High
SATINDLTD,75.32,75.47,75.16,Low
SBC,22.28,22.2,22.37,High
SBCL,508.28,510.52,506.04,Low
SBGLP,208.9,209.03,208.78,Low
SBICARD,889.38,888.3,890.47,Low
SBIETFCON,77.34,77.31,77.37,High
SBIETFIT,294.35,294.07,294.62,Low
SBIETFPB,223.36,223.06,223.66,Low
SBIETFQLTY,156.57,156.45,156.7,High
SBILIFE,1151.47,1150.12,1152.81,Low
SBIN,577.1,578.08,576.12,Low
SCAPDVR,17.5,17.48,17.52,High
SCHAEFFLER,2824.85,2819.0,2830.7,Low
SCHAND,214.13,214.8,213.47,Low
SCHNEIDER,187.87,187.9,187.83,High
SCI,95.2,95.3,95.1,High
SCPL,498.57,497.65,499.48,Low
SDBL,188.05,187.15,188.95,Low
SDL24BEES,113.35,113.38,113.33,High
SDL26BEES,113.23,113.2,113.27,High
SEAMECLTD,710.03,709.77,710.29,Low
SECURCRED,24.87,24.88,24.86,High
SECURKLOUD,34.43,34.65,34.22,Low
SEJALLTD,243.93,243.45,244.42,Low
SELAN,274.38,274.9,273.87,Low
SELMC,130.45,130.45,130.45,High
SEPC,9.98,9.98,9.99,High
SEPOWER,13.25,13.22,13.28,High
SEQUENT,79.12,79.53,78.71,Low
SERVOTECH,88.9,88.9,88.9,High
SESHAPAPER,277.0,278.4,275.6,Low
SETCO,6.78,6.78,6.79,High
SETF10GILT,216.55,216.57,216.52,High
SETFGOLD,52.86,52.87,52.86,High
SETFNIF50,188.41,188.2,188.61,Low
SETFNIFBK,440.78,440.19,441.38,Low
SETFNN50,423.78,423.04,424.53,Low
SEYAIND,24.75,24.75,24.75,High
SFL,1048.37,1050.35,1046.38,Low
SGBAPR28I,5881.42,5871.62,5891.21,Low
SGBAUG24,6001.89,5997.0,6006.79,Low
SGBAUG27,5903.33,5892.49,5914.16,Low
SGBAUG28V,5878.69,5875.0,5882.37,Low
SGBAUG29V,5883.89,5867.49,5900.29,Low
SGBAUG30,6001.83,5995.0,6008.67,Low
SGBD29VIII,5829.79,5839.51,5820.07,Low
SGBDC27VII,5868.56,5875.98,5861.13,Low
SGBDE30III,6004.87,6008.0,6001.73,Low
SGBDEC2512,5959.95,5959.95,5959.95,High
SGBDEC25XI,6050.0,6050.0,6050.0,High
SGBDEC26,5969.0,5969.0,5969.0,High
SGBFEB24,6079.05,6073.5,6084.59,Low
SGBFEB27,5910.0,5910.0,5910.0,High
SGBFEB28IX,5850.0,5850.01,5850.0,High
SGBFEB29XI,5841.07,5839.49,5842.64,Low
SGBJ28VIII,5850.0,5850.0,5850.0,High
SGBJAN27,5854.17,5865.0,5843.33,Low
SGBJAN29IX,5820.83,5830.05,5811.62,Low
SGBJAN29X,5812.65,5822.5,5802.8,Low
SGBJAN30IX,5864.0,5870.5,5857.5,Low
SGBJU29III,5819.99,5829.0,5810.97,Low
SGBJUL25,6000.33,6002.49,5998.16,Low
SGBJUL27,5823.0,5821.01,5825.0,Low
SGBJUL28IV,5846.11,5852.0,5840.22,Low
SGBJUL29IV,5821.71,5835.0,5808.43,Low
SGBJUN27,5851.1,5863.0,5839.2,Low
SGBJUN28,5841.18,5845.5,5836.87,Low
SGBJUN29II,5844.61,5863.56,5825.66,Low
SGBJUN30,5870.0,5877.5,5862.5,Low
SGBMAR25,5936.27,5936.03,5936.5,Low
